1:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties@<init>(com.google.javascript.jscomp.AbstractCompiler,com.google.javascript.jscomp.JSModuleGraph,boolean,boolean):122:moduleGraph != null |==> moduleGraph == null
269:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):316:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) && n.getType() == Token.GETPROP && assign.getParent().getType() == Token.EXPR_RESULT |==> (n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) && n.getType() == Token.GETPROP) == (assign.getParent().getType() == Token.EXPR_RESULT)
270:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):318:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) && n.getType() == Token.GETPROP && assign.getParent().getType() == Token.EXPR_RESULT |==> false
271:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):316:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) && n.getType() == Token.GETPROP && assign.getParent().getType() == Token.EXPR_RESULT |==> n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) && n.getType() == Token.GETPROP
272:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):318:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) && n.getType() == Token.GETPROP && assign.getParent().getType() == Token.EXPR_RESULT |==> assign.getParent().getType() == Token.EXPR_RESULT
273:COR:&&(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):318:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) && n.getType() == Token.GETPROP && assign.getParent().getType() == Token.EXPR_RESULT |==> true
274:COR:&&(boolean,boolean):||(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):316:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) && n.getType() == Token.GETPROP && assign.getParent().getType() == Token.EXPR_RESULT |==> n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) && n.getType() == Token.GETPROP || assign.getParent().getType() == Token.EXPR_RESULT
275:ROR:==(int,int):!=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):321:n.getFirstChild().getType() == Token.GETPROP |==> n.getFirstChild().getType() != Token.GETPROP
276:ROR:==(int,int):<(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):321:n.getFirstChild().getType() == Token.GETPROP |==> n.getFirstChild().getType() < Token.GETPROP
277:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):321:n.getFirstChild().getType() == Token.GETPROP |==> n.getFirstChild().getType() <= Token.GETPROP
278:ROR:==(int,int):>(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):321:n.getFirstChild().getType() == Token.GETPROP |==> n.getFirstChild().getType() > Token.GETPROP
279:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):321:n.getFirstChild().getType() == Token.GETPROP |==> n.getFirstChild().getType() >= Token.GETPROP
280:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):321:n.getFirstChild().getType() == Token.GETPROP |==> false
281:ROR:==(int,int):TRUE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):321:n.getFirstChild().getType() == Token.GETPROP |==> true
282:COR:isChainedProperty:TRUE:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):323:isChainedProperty |==> false
283:COR:isChainedProperty:FALSE:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):323:isChainedProperty |==> true
284:ROR:==(int,int):!=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):326:child.getType() == Token.STRING |==> child.getType() != Token.STRING
285:ROR:==(int,int):<(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):326:child.getType() == Token.STRING |==> child.getType() < Token.STRING
286:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):326:child.getType() == Token.STRING |==> child.getType() <= Token.STRING
287:ROR:==(int,int):>(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):326:child.getType() == Token.STRING |==> child.getType() > Token.STRING
288:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):326:child.getType() == Token.STRING |==> child.getType() >= Token.STRING
289:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):326:child.getType() == Token.STRING |==> false
290:ROR:==(int,int):TRUE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):326:child.getType() == Token.STRING |==> true
291:COR:&&(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):326:child.getType() == Token.STRING && child.getString().equals("prototype") |==> child.getType() == Token.STRING != child.getString().equals("prototype")
292:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):326:child.getType() == Token.STRING && child.getString().equals("prototype") |==> child.getType() == Token.STRING == child.getString().equals("prototype")
293:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):326:child.getType() == Token.STRING && child.getString().equals("prototype") |==> false
294:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):326:child.getType() == Token.STRING && child.getString().equals("prototype") |==> child.getType() == Token.STRING
295:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):327:child.getType() == Token.STRING && child.getString().equals("prototype") |==> child.getString().equals("prototype")
296:COR:&&(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):326:child.getType() == Token.STRING && child.getString().equals("prototype") |==> true
297:COR:&&(boolean,boolean):||(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):326:child.getType() == Token.STRING && child.getString().equals("prototype") |==> child.getType() == Token.STRING || child.getString().equals("prototype")
298:LVR:TRUE:FALSE:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):328:true |==> false
299:LVR:FALSE:TRUE:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):333:false |==> true
300:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):347:firstChild != null |==> firstChild == null
301:ROR:!=(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):347:firstChild != null |==> false
302:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):347:firstChild != null |==> true
303:COR:&&(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):347:firstChild != null && isGlobalFunctionDeclaration(t, firstChild) |==> firstChild != null != isGlobalFunctionDeclaration(t, firstChild)
304:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):347:firstChild != null && isGlobalFunctionDeclaration(t, firstChild) |==> firstChild != null == isGlobalFunctionDeclaration(t, firstChild)
305:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):347:firstChild != null && isGlobalFunctionDeclaration(t, firstChild) |==> false
306:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):347:firstChild != null && isGlobalFunctionDeclaration(t, firstChild) |==> firstChild != null
307:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):348:firstChild != null && isGlobalFunctionDeclaration(t, firstChild) |==> isGlobalFunctionDeclaration(t, firstChild)
308:COR:&&(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):347:firstChild != null && isGlobalFunctionDeclaration(t, firstChild) |==> true
309:COR:&&(boolean,boolean):||(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):347:firstChild != null && isGlobalFunctionDeclaration(t, firstChild) |==> firstChild != null || isGlobalFunctionDeclaration(t, firstChild)
310:COR:||(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):345:isGlobalFunctionDeclaration(t, parent) || firstChild != null && isGlobalFunctionDeclaration(t, firstChild) |==> isGlobalFunctionDeclaration(t, parent) != (firstChild != null && isGlobalFunctionDeclaration(t, firstChild))
311:COR:||(boolean,boolean):&&(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):345:isGlobalFunctionDeclaration(t, parent) || firstChild != null && isGlobalFunctionDeclaration(t, firstChild) |==> isGlobalFunctionDeclaration(t, parent) && (firstChild != null && isGlobalFunctionDeclaration(t, firstChild))
312:COR:||(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):345:isGlobalFunctionDeclaration(t, parent) || firstChild != null && isGlobalFunctionDeclaration(t, firstChild) |==> isGlobalFunctionDeclaration(t, parent) == (firstChild != null && isGlobalFunctionDeclaration(t, firstChild))
313:COR:||(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):345:isGlobalFunctionDeclaration(t, parent) || firstChild != null && isGlobalFunctionDeclaration(t, firstChild) |==> false
314:COR:||(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):345:isGlobalFunctionDeclaration(t, parent) || firstChild != null && isGlobalFunctionDeclaration(t, firstChild) |==> isGlobalFunctionDeclaration(t, parent)
315:COR:||(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):347:isGlobalFunctionDeclaration(t, parent) || firstChild != null && isGlobalFunctionDeclaration(t, firstChild) |==> firstChild != null && isGlobalFunctionDeclaration(t, firstChild)
316:COR:||(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):345:isGlobalFunctionDeclaration(t, parent) || firstChild != null && isGlobalFunctionDeclaration(t, firstChild) |==> true
317:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):350:getNameInfoForName(name, VAR).getDeclarations().add(new GlobalFunction(nameNode, parent, gramps, t.getModule())) |==> <NO-OP>
318:COR:||(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):355:compiler.getCodingConvention().isExported(name) || anchorUnusedVars |==> compiler.getCodingConvention().isExported(name) != anchorUnusedVars
319:COR:||(boolean,boolean):&&(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):355:compiler.getCodingConvention().isExported(name) || anchorUnusedVars |==> compiler.getCodingConvention().isExported(name) && anchorUnusedVars
320:COR:||(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):355:compiler.getCodingConvention().isExported(name) || anchorUnusedVars |==> compiler.getCodingConvention().isExported(name) == anchorUnusedVars
321:COR:||(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):355:compiler.getCodingConvention().isExported(name) || anchorUnusedVars |==> false
322:COR:||(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):355:compiler.getCodingConvention().isExported(name) || anchorUnusedVars |==> compiler.getCodingConvention().isExported(name)
323:COR:||(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):356:compiler.getCodingConvention().isExported(name) || anchorUnusedVars |==> anchorUnusedVars
324:COR:||(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):355:compiler.getCodingConvention().isExported(name) || anchorUnusedVars |==> true
325:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):357:addGlobalUseOfSymbol(name, t.getModule(), VAR) |==> <NO-OP>
326:LVR:TRUE:FALSE:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):360:true |==> false
327:LVR:FALSE:TRUE:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):362:false |==> true
328:ROR:==(int,int):!=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):378:dest.getType() == Token.STRING |==> dest.getType() != Token.STRING
329:ROR:==(int,int):<(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):378:dest.getType() == Token.STRING |==> dest.getType() < Token.STRING
330:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):378:dest.getType() == Token.STRING |==> dest.getType() <= Token.STRING
331:ROR:==(int,int):>(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):378:dest.getType() == Token.STRING |==> dest.getType() > Token.STRING
332:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):378:dest.getType() == Token.STRING |==> dest.getType() >= Token.STRING
333:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):378:dest.getType() == Token.STRING |==> false
334:ROR:==(int,int):TRUE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):378:dest.getType() == Token.STRING |==> true
335:COR:&&(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):378:dest.getType() == Token.STRING && NodeUtil.isExprAssign(grandParent) |==> dest.getType() == Token.STRING != NodeUtil.isExprAssign(grandParent)
336:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):378:dest.getType() == Token.STRING && NodeUtil.isExprAssign(grandParent) |==> dest.getType() == Token.STRING == NodeUtil.isExprAssign(grandParent)
337:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):378:dest.getType() == Token.STRING && NodeUtil.isExprAssign(grandParent) |==> false
338:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):378:dest.getType() == Token.STRING && NodeUtil.isExprAssign(grandParent) |==> dest.getType() == Token.STRING
339:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):379:dest.getType() == Token.STRING && NodeUtil.isExprAssign(grandParent) |==> NodeUtil.isExprAssign(grandParent)
340:COR:&&(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):378:dest.getType() == Token.STRING && NodeUtil.isExprAssign(grandParent) |==> true
341:COR:&&(boolean,boolean):||(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):378:dest.getType() == Token.STRING && NodeUtil.isExprAssign(grandParent) |==> dest.getType() == Token.STRING || NodeUtil.isExprAssign(grandParent)
342:COR:&&(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):378:dest.getType() == Token.STRING && NodeUtil.isExprAssign(grandParent) && NodeUtil.isVarOrSimpleAssignLhs(n, parent) |==> (dest.getType() == Token.STRING && NodeUtil.isExprAssign(grandParent)) != NodeUtil.isVarOrSimpleAssignLhs(n, parent)
343:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):378:dest.getType() == Token.STRING && NodeUtil.isExprAssign(grandParent) && NodeUtil.isVarOrSimpleAssignLhs(n, parent) |==> (dest.getType() == Token.STRING && NodeUtil.isExprAssign(grandParent)) == NodeUtil.isVarOrSimpleAssignLhs(n, parent)
344:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):379:dest.getType() == Token.STRING && NodeUtil.isExprAssign(grandParent) && NodeUtil.isVarOrSimpleAssignLhs(n, parent) |==> false
345:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):378:dest.getType() == Token.STRING && NodeUtil.isExprAssign(grandParent) && NodeUtil.isVarOrSimpleAssignLhs(n, parent) |==> dest.getType() == Token.STRING && NodeUtil.isExprAssign(grandParent)
346:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):380:dest.getType() == Token.STRING && NodeUtil.isExprAssign(grandParent) && NodeUtil.isVarOrSimpleAssignLhs(n, parent) |==> NodeUtil.isVarOrSimpleAssignLhs(n, parent)
347:COR:&&(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):379:dest.getType() == Token.STRING && NodeUtil.isExprAssign(grandParent) && NodeUtil.isVarOrSimpleAssignLhs(n, parent) |==> true
348:COR:&&(boolean,boolean):||(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):378:dest.getType() == Token.STRING && NodeUtil.isExprAssign(grandParent) && NodeUtil.isVarOrSimpleAssignLhs(n, parent) |==> dest.getType() == Token.STRING && NodeUtil.isExprAssign(grandParent) || NodeUtil.isVarOrSimpleAssignLhs(n, parent)
349:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):383:getNameInfoForName(name, PROPERTY).getDeclarations().add(prop) |==> <NO-OP>
350:ROR:==(int,int):!=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):390:map.getType() == Token.OBJECTLIT |==> map.getType() != Token.OBJECTLIT
351:ROR:==(int,int):<(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):390:map.getType() == Token.OBJECTLIT |==> map.getType() < Token.OBJECTLIT
352:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):390:map.getType() == Token.OBJECTLIT |==> map.getType() <= Token.OBJECTLIT
